trial,ARI_dagger_values,eps,min_samples
6,0.2820400687747626,0.037716883609918886,23
7,0.28265293134797775,0.05842267473599651,8
8,0.20220492252845193,0.0724300897885269,14
9,0.3010805860805861,0.035721331326767525,21
10,0.15052125968539792,0.013116706220544942,2
11,0.32599999999999996,0.03248790308853369,18
12,0.18097680097680094,0.02310443778937156,18
13,0.37274472096530914,0.03602253266871904,18
14,0.37008882783882785,0.04362467445177903,18
15,0.09811355311355315,0.025421399119031993,25
16,0.16507659007659006,0.013201451072446021,10
17,0.3658141025641025,0.04646350680334114,19
18,0.19496168966912003,0.07521639277403852,10
19,0.30269963369963365,0.026795584913891814,16
20,0.3413643023643024,0.04641454053372574,11
21,0.3620384615384614,0.04435901199891993,20
22,0.379591575091575,0.0416556745925312,17
23,0.38139151045033404,0.030902835870585222,16
24,0.1861741095783649,0.02089882942208952,16
25,0.38643912949795306,0.031209331929054146,16
26,0.5002315821433468,0.030497425624682134,11
27,0.25573107448107446,0.01833857208506387,12
28,0.5298396071592666,0.029724581014976333,6
29,0.6319044435956201,0.010292954983603452,5
30,0.5753033876601724,0.012273085415870449,4
31,0.35283970317223984,0.010112866614333263,3
32,0.6954526800236451,0.016404594858809685,5
33,0.6917555488251746,0.01708056799383186,5
34,0.6868883211731509,0.018201550066335104,5
35,0.6873540133756851,0.01808162685057313,5
36,0.5704798534798534,0.018009405610028832,8
37,0.03218747064900911,0.0935771563818911,6
38,0.16121944182175482,0.0167991077859444,2
39,0.24409787600637645,0.06359506420373841,8
40,0.5814875338089768,0.02441980942717431,4
41,0.692473990245258,0.016681759323621908,5
0,0.14767936475289417,0.09071160666450555,16
1,0.07703296703296703,0.021231526698810562,25
2,0.2579911429299974,0.05722893659792062,5
3,0.4409121511443493,0.03718878844775408,5
4,0.1993959940768451,0.026077554763916544,19
5,0.22720729270729265,0.07155979027914261,18
6,0.1443575591075591,0.0983595290072375,23
7,0.5034126282214517,0.028822858432258937,11
8,0.247209313353616,0.04556513427241598,2
9,0.15200357975357975,0.09682931118918876,24
10,0.1157557354925776,0.01308324300751552,11
11,0.4224661041572806,0.0377598453487539,10
12,0.4374033058444822,0.0345148865646145,7
13,0.28019172494172495,0.05573329849952101,12
14,0.25381832220067513,0.010216893826113023,7
15,0.29599465715335443,0.04485025048855756,3
16,0.3972942612942612,0.02691711432370629,14
17,0.20416543941991513,0.07221275317885027,9
18,0.21644179856950754,0.06585037424944315,8
19,0.4329510419898224,0.03853784080313834,5
